Ticker,Accuracy,F1,ROC_AUC
AAPL,0.5011510791366907,0.39146363408710005,0.503264680633189
AMZN,0.5029239766081872,0.3629754080599063,0.501125668479546
GOOGL,0.4945652173913043,0.4692526292094755,0.5024563781333291
MSFT,0.5118311981914092,0.322338595826039,0.5055951714515308
TSLA,0.48692810457516333,0.3671833313530427,0.48038096633060307
