Ticker,Accuracy,F1,ROC_AUC
AAPL,0.49597122302158275,0.3586102764341822,0.5037756026219116
AMZN,0.495438596491228,0.3200148605752542,0.501638662575341
GOOGL,0.48586956521739133,0.43230727554433673,0.4987214213548672
MSFT,0.5097211755840241,0.2816938138025483,0.5064545281943281
TSLA,0.49673202614379086,0.4094824639311869,0.5129446040513876
