Ticker,Accuracy,F1,ROC_AUC
AAPL,0.5110791366906475,0.37417626854436087,0.5068340910056837
AMZN,0.4893567251461988,0.32752864162602424,0.5013161913780712
GOOGL,0.48586956521739133,0.44723788302644757,0.49778603119069026
MSFT,0.5162019593067069,0.1414121479811834,0.502352550815727
TSLA,0.49869281045751634,0.40313799224356045,0.5044845633267832
