Ticker,Accuracy,F1,ROC_AUC
AAPL,0.5080575539568345,0.3955306475554944,0.5038749587228132
AMZN,0.4989473684210527,0.38675216077879526,0.5044413175671811
GOOGL,0.48695652173913045,0.4461802448999931,0.49893049025723746
MSFT,0.5116804822908817,0.18618834020674907,0.5073819248874308
TSLA,0.4947712418300654,0.41083678615248137,0.5083693662336477
